filename,<SEC-DOCUMENT>,<SEC-HEADER>,ACCESSION NUMBER:,PUBLIC DOCUMENT COUNT:,CONFORMED PERIOD OF REPORT:,FILED AS OF DATE:,COMPANY CONFORMED NAME:,CENTRAL INDEX KEY:,STANDARD INDUSTRIAL CLASSIFICATION:,IRS NUMBER:,STATE OF INCORPORATION:,FISCAL YEAR END:,SEC FILE NUMBER:,FILM NUMBER:,CITY:,STATE:,Total assets,Total shareholders' equity,Total stockholders' equity,Total liabilities,Provision for income taxes,Long-term debt    ,Operating income,Gross profit,Net income,<TOTAL-COSTS>,<TOTAL-REVENUES>,<RECEIVABLES>,<INTEREST-EXPENSE>,<CURRENT-ASSETS>,<CURRENT-LIABILITIES>,<DEPRECIATION>,Cash
053611109-10-K-19960329.txt,19960402,19960402,0000898430-96-001108,8,19951230,19960329,AVERY DENNISON CORPORATION,0000008818,CONVERTED PAPER & PAPERBOARD PRODS (NO CONTAINERS/BOXES) [2670],951492269,DE,1231,001-07685,96542056,PASADENA,CA,,,,,,334.0 ,,3.4     6.0         957.3      907.8        818.1      838.2      796.2        808.3,11           Statement re Computation of Net Income Per Share Amounts,"2,156,600","3,113,900","461,700","44,300","800,100","672,500","744,700)",27.0         $   3.1
053774105-10-K-19960425.txt,19960426,19960426,0000950112-96-001227,12,19960131,19960425,CUC INTERNATIONAL INC /DE/,0000723612,"SERVICES-COMPUTER PROGRAMMING, DATA PROCESSING, ETC. [7370]",060918165,DE,0131,001-10308,96550615,STAMFORD,CT,,,,,,,,,,,,,,,,,"269,987      $209,054"
055355101-10-K-19960528.txt,19960529,19960529,0000928385-96-000649,3,19960229,19960528,BCT INTERNATIONAL INC /,0000351541,WHOLESALE-PAPER AND PAPER PRODUCTS [5110],222358849,DE,0228,000-10823,96572862,FORT LAUDERDALE,FL,,,,,,,,,,,,,,,,,"923                           $ 1,299"
055387203-10-K-19960328.txt,19960329,19960329,0000912057-96-005381,6,19951231,19960328,BF ENTERPRISES INC,0000814856,OPERATORS OF NONRESIDENTIAL BUILDINGS [6512],943038456,DE,1231,000-15932,96539745,SAN FRANCISCO,CA,"18,521        $20,446",,"14,867         14,625","3,654 ",32 ,,,"485       1,650       1,438",,,,,,,,,
055407100-10-K-19961227.txt,19961231,19961231,0000928385-96-001724,4,19960930,19961227,BFS BANKORP INC,0000820900,"SAVINGS INSTITUTION, FEDERALLY CHARTERED [6035]",133475050,DE,0930,000-16825,96687040,NEW YORK,NY,,,,,,,,,,,,,,,,,
055467203-10-K-19960918.txt,19960919,19960919,0000927356-96-000846,3,19960630,19960918,BI INC,0000716629,SERVICES-MISCELLANEOUS BUSINESS SERVICES [7380],840769926,CO,0630,000-12410,96631944,BOULDER,CO,,,,,,,,,,,,,,,,,"4,263                $2,358"
055482103-10-K-19961223.txt,19961231,19961231,0000950129-96-003529,14,19960930,19961223,BJ SERVICES CO,0000864328,1389,630084140,DE,0930,001-10570,96684521,HOUSTON,TX,"842,383     $915,963       $943,536       $(992,722)     $1,709,160",,"841,703      466,795",,,,"74,904       20,289       18,685","35,671       29,773       38,553         64,124        168,121","40,486     $  9,889     $    370","780,046","965,261","271,583","26,948","418,147","292,025","391,106","1,842       $             $               $  1,842"
05548E107-10-K-19961226.txt,19961227,19961227,0000909012-96-000140,3,19960930,19961226,BKC SEMICONDUCTORS INC,0000889155,SEMICONDUCTORS & RELATED DEVICES [3674],042883532,MA,0930,000-20506,96686400,LAWRENCE,MA,,,,,,"374,070 ",,"1,947,406        1,277,972        2,005,461","34,156      $(1,207,469)     $  (475,253)","7,849,452","9,796,858","1,274,927","293,262","4,894,166","2,879,266","4,238,938","5,921        $   28,340"
05562T105-10-K-19960607.txt,19960711,19960711,0000903893-96-000335,7,19960223,19960607,BPI PACKAGING TECHNOLOGIES INC,0000866751,2673,042997486,DE,0301,000-19568,96578495,NORTH DIGHTON,MA,,,,,,,,"2,678,231          5,375,604           3,922,559","10,092","32,532,679","28,839,954","2,273,132","865,206","7,300,080","10,067,947","5,867,438)","109,093       $   1,350,450"
055645303-10-K-19961220.txt,19961223,19961223,0000014846-96-000027,2,19960930,19961220,BRT REALTY TRUST,0000014846,REAL ESTATE INVESTMENT TRUSTS [6798],132755856,MA,0930,001-07172,96683883,GREAT NECK,NY,,,,,,,,,,,,,,,,,
05564T103-10-K-19960327.txt,19960328,19960328,0000812150-96-000003,7,19951231,19960327,BODDIE NOELL PROPERTIES INC,0000812150,REAL ESTATE INVESTMENT TRUSTS [6798],561574675,DE,1231,001-09496,96539105,CHARLOTTE,NC,"94,351,776         $95,954,214","26,199,938          27,967,909",,"68,151,838 ",,,,,"7,615,564)         (5,514,612)","5,090,301","13,725,638","244,817","5,362,437","1,239,229","990,053","9,020,948)",
055914105-10-K-19960401.txt,19960402,19960402,0000914317-96-000064,4,19951231,19960401,BMJ FINANCIAL CORP,0000731244,STATE COMMERCIAL BANKS [6022],222474875,NJ,1231,000-13440,96543486,BORDENTOWN,NJ,,,,,,,,,,,,,,,,,
055918205-10-K-19960322.txt,19960325,19960325,0000950110-96-000281,6,19951231,19960322,BNH BANCSHARES INC,0000764205,STATE COMMERCIAL BANKS [6022],061126899,CT,1231,000-14018,96537577,NEW HAVEN,CT,"298,911,080          $299,175,186","15,592,723            12,355,659",,"283,318,357 ",,,,,"5,128          (49,290)           (8,125)",,,,"9,785",,,,
055921100-10-K-19960701.txt,19960702,19960702,0000912057-96-013613,4,19960331,19960701,BMC SOFTWARE INC,0000835729,SERVICES-PREPACKAGED SOFTWARE [7372],742126120,DE,0331,000-17136,96589761,HOUSTON,TX,,,"306,154     383,708","196,495 ",,,"79,904      108,628      147,589",,,"281,261","428,850","85,378",0,"227,972","184,197","36,818","39,494  $   62,128"
056039100-10-K-19961227.txt,19961231,19961231,0000931763-96-001101,5,19960929,19961227,BWAY CORP,0000943897,METAL CANS [3411],363624491,DE,0930,001-12415,96686971,ATLANTA,GA,10 percent of the total assets of the,,"72,629.00       65,837.00",,"3,239 ","1,916.00 ",,"8,118    $10,541    $12,557    $11,715","1,184        $  8,773     $  5,032","276,147","283,105","39,401","4,872","81,605","61,096","16,919)","1,852.00            $ 23,538.00"
058264102-10-K-19960927.txt,19960930,19960930,0000950123-96-005238,8,19960630,19960927,BALDWIN TECHNOLOGY CO INC,0000805792,PRINTING TRADES MACHINERY & EQUIPMENT [3555],133258160,DE,0630,001-09334,96635667,ROWAYTON,CT,,,,,,,,,,,,,,,,,"9,781          $ 12,719"
05873C106-10-K-19960401.txt,19960402,19960402,0000950152-96-001331,13,19951231,19960401,BALLY ENTERTAINMENT CORP,0000009435,SERVICES-MISCELLANEOUS AMUSEMENT & RECREATION [7990],362512405,DE,1231,001-07244,96543351,CHICAGO,IL,,,,,,,,,,,,,,,,,"150,085     $ 24,056"
05874B107-10-K-19960930.txt,19961001,19961001,0000002491-96-000022,3,19960630,19960930,ALLIANCE GAMING CORP,0000002491,SERVICES-MISCELLANEOUS AMUSEMENT & RECREATION [7990],880104066,NV,0630,000-04281,96636789,LAS VEGAS,NV,,,"9,985                69,846","115,720 ",241 ,"41,776) ","62,118)       14,842         359       (167)  (47,084)",,,"115,493","172,378","93,502","8,897","191,569","80,560","30,144","37,249       $8,684      $2,124       $            $48,057"
060077005-10-K-19960327.txt,19960328,19960328,0000009548-96-000009,4,19951231,19960327,BANGOR HYDRO ELECTRIC CO,0000009548,ELECTRIC SERVICES [4911],010024370,ME,1231,001-10922,96538957,BANGOR,ME,,,,,,,,,,,,,,,,,"1 and 10)          $  1,424,266 $   1,956,159"
062540109-10-K-19960228.txt,19960229,19960229,0000898430-96-000696,10,19951231,19960228,BANCORP HAWAII INC,0000046195,STATE COMMERCIAL BANKS [6022],990148992,HI,1231,001-06887,96527854,HONOLULU,HI,"13,206,784  $12,586,350  $12,462,127","1,054,436      966,788      938,104",,"12,152,348 ","72,048 ",,"21,234     26,769      20,338",,"121,800 $  117,738  $  132,567",,,,"468,157",,,,
06652B103-10-K-19961216.txt,19961217,19961217,0000950170-96-001102,10,19960930,19961216,BANKUNITED FINANCIAL CORP,0000894490,"SAVINGS INSTITUTION, FEDERALLY CHARTERED [6035]",650377773,DE,0930,000-21850,96680881,CORAL GABLES,FL,"824,360     $608,415",,"69,111       45,745","755,249 ",,,,,"2,586       6,240       2,279",,,,,,,,
068463108-10-K-19960329.txt,19960401,19960401,0000892917-96-000053,5,19951231,19960329,BARRETT BUSINESS SERVICES INC,0000902791,SERVICES-HELP SUPPLY SERVICES [7363],520812977,MD,1231,033-61804,96541564,PORTLAND,OR,"31,273     24,665     18,425    7,219       5,980",,,2.0 ,1). ,31) ,,,"4,118$  3,466 $  2,947  $ 2,275  $   165","159,316","179,805","13,151",75,"17,784","9,367","1,171","3,218  $   2,214"
068480201-10-K-19960318.txt,19960320,19960320,0000927356-96-000108,4,19951231,19960318,BARRETT RESOURCES CORP,0000351993,WHOLESALE-PETROLEUM & PETROLEUM PRODUCTS (NO BULK STATIONS) [5172],840832476,DE,1231,001-13446,96535970,DENVER,CO,"1,000,000,000; (iii) a",,"191,828   188,136",,"1,834 ",,,,"2,240) $ 11,299 $ 13,666","95,616                  78,173","128,016                 109,458","31,290                  34,746","4,631                     942","39,746                  48,612","36,060                  46,146","149,313                 116,290","7,529  $ 12,348"
068509603-10-K-19960401.txt,19960402,19960402,0000905718-96-000101,6,19951231,19960401,BARRINGER TECHNOLOGIES INC,0000010119,"MEASURING & CONTROLLING DEVICES, NEC [3829]",840720473,DE,1231,000-03207,96542982,NEW PROVIDENCE,NJ,,,,,,,,,,,,,,,,,
069779304-10-K-19960129.txt,19960131,19960131,0000912057-96-000972,5,19951031,19960129,BASE TEN SYSTEMS INC,0000010242,"SEARCH, DETECTION, NAVIGATION, GUIDANCE, AERONAUTICAL SYS [3812]",221804206,NJ,1031,000-07100,96508091,TRENTON,NJ,"28,005,000      $17,609,000","20,261,000        9,431,000",,"28,005,000 ",,,,,,"19,656,000","18,307,000","7,184,000","554,000","644,000","3,780,000",0,
073098204-10-K-19960325.txt,19960329,19960329,0000950170-96-000084,5,19951225,19960325,BAYPORT RESTAURANT GROUP INC,0000356622,5812,591827559,FL,1231,000-10717,96538291,HOLLYWOOD,FL,,,"22,580,681        21,006,587",,"686,616 ",,,,,"51,527,190","53,677,809","1,918,081<F2>",0,"11,416,205","8,658,787",0,"1,073,017    $      404,513"
073302101-10-K-19960524.txt,19960525,19960525,0000861361-96-000008,2,19960224,19960524,BE AEROSPACE INC,0000861361,PUBLIC BUILDING AND RELATED FURNITURE [2531],061209796,DE,0331,000-18348,96572100,WELLINGTON,FL,,,"44,157      125,331",,,"6,482 ",,"72,551       74,484       67,057",1997.,"160,031","232,582","59,215","18,636","149,808","107,279","27,572","15,376    $   8,319"
074655101-10-K-19960228.txt,19960229,19960229,0000788330-96-000004,7,19951130,19960228,BEAUTICONTROL COSMETICS INC,0000788330,"PERFUMES, COSMETICS & OTHER TOILET PREPARATIONS [2844]",752036343,DE,1130,000-14449,96526645,CARROLLTON,TX,,,,,,,,,,,,,,,,,"856    $   3,275"
076446301-10-K-19960325.txt,19960326,19960326,0000910079-96-000020,1,19951231,19960325,BEDFORD PROPERTY INVESTORS INC/MD,0000910079,REAL ESTATE INVESTMENT TRUSTS [6798],680306514,MD,1231,001-12222,96538063,LAFAYETTE,CA,"133,478         $62,294",,,"51,043 ",,,,,"74,840)        (70,279)",,,,,,,,
077447100-10-K-19960314.txt,19960315,19960315,0000950152-96-000974,8,19951231,19960314,BELDEN & BLAKE CORP /OH/,0000880114,DRILLING OIL & GAS WELLS [1381],341686642,OH,1231,000-20100,96534773,NORTH CANTON,OH,,"142,291     81,142",,,"2,150 ","67,223 ",,"3,250          3,865          5,178          5,288","5,121    $   3,843      $  3,220","66,462","110,064","28,123","6,073","54,150","36,791","59,209","12,322   $     3,649"
077903102-10-K-19960927.txt,19960930,19960930,0000950147-96-000447,10,19960701,19960927,BELL SPORTS CORP,0000884063,[3949],363671789,DE,0630,033-92344,96635369,SCOTTSDALE,AZ,,,,,,,,,,,,,,,,,"23,140    $     65,765    $     72,018"
079860102-10-K-19960229.txt,19960301,19960301,0000912057-96-003316,9,19951231,19960229,BELLSOUTH CORP,0000732713,TELEPHONE COMMUNICATIONS (NO RADIO TELEPHONE) [4813],581533433,GA,1231,001-08607,96528019,ATLANTA,GA,"31,880  $  34,397",,,"31,880 ","1,024 ",,"3,292        4,058        2,287",,"1,232)   $   2,160    $     880","9,639","17,886","3,943",724,"6,505","7,390","25,777","1,711  $     606"
080162100-10-K-19960321.txt,19960322,19960322,0000726294-96-000009,5,19951231,19960321,BELMONT BANCORP,0000726294,STATE COMMERCIAL BANKS [6022],341374776,OH,1231,000-12724,96536798,ST CLAIRSVILLE,OH,,,,,,,,,,,,,,,,,
080555105-10-K-19960228.txt,19960229,19960229,0000950134-96-000568,21,19951231,19960228,BELO A H CORP,0000356080,NEWSPAPERS:  PUBLISHING OR PUBLISHING & PRINTING [2711],750135890,DE,1231,001-08598,96527768,DALLAS,TX,"1,154,022       $913,791","388,464         382,535",,"1,154,022 ",,"71,000 ",,,,"539,333","735,343","124,705","29,987","165,306","81,668","248,650)","12,846     $    9,294"
081721102-10-K-19960326.txt,19960327,19960327,0000008960-96-000018,2,19951231,19960326,BENEFICIAL CORP,0000008960,PERSONAL CREDIT INSTITUTIONS [6141],510003820,DE,1231,001-01177,96538591,WILMINGTON,DE,,,,,,,,,,,,,,,,,
083739102-10-K-19961230.txt,19961231,19961231,0000011454-96-000024,6,19960930,19961230,BERGEN BRUNSWIG CORP,0000011454,WHOLESALE-DRUGS PROPRIETARIES & DRUGGISTS' SUNDRIES [5122],221444512,NJ,0930,001-05110,96688118,ORANGE,CA,,,,,,,,,,,,,,,,,"21,408   $    64,400"
084423102-10-K-19960326.txt,19960327,19960327,0000914039-96-000065,5,19951231,19960326,BERKLEY W R CORP,0000011544,"FIRE, MARINE & CASUALTY INSURANCE [6331]",221867895,DE,1231,000-07849,96538408,GREENWICH,CT,"2)                     3,618,684    3,582,291    3,337,705    1,953,294    1,525,975",,,"29,690 ",,"290,981 ",,,,,,,,,,,
08520F100-10-K-19960401.txt,19960402,19960402,0000950142-96-000083,9,19951231,19960401,BERLITZ INTERNATIONAL INC,0000856529,SERVICES-EDUCATIONAL SERVICES [8200],133550016,NY,1231,001-10390,96542690,PRINCETON,NJ,"576,930           $582,005","370,416            367,235",,"206,514 ",,"8,658 ",,,,"213,073","351,139","36,293","8,658","79,170","79,080","13,292","25,402        $    26,165"
085789105-10-K-19960318.txt,19960319,19960319,0000778438-96-000010,7,19951231,19960318,BERRY PETROLEUM CO,0000778438,CRUDE PETROLEUM & NATURAL GAS [1311],770079387,DE,1231,001-09735,96535884,TAFT,CA,,,,,,,,,,,,,,,,,"18,759      $   7,466"
088891106-10-K-19960502.txt,19960503,19960503,0000921116-96-000005,24,19960203,19960502,BIG B INC,0000352720,RETAIL-DRUG STORES AND PROPRIETARY STORES [5912],630632551,AL,0131,000-10506,96555630,BIRMINGHAM,AL,,,,,"2,100,000 ","71,772,000 ",,,"2,624,000   $15,097,000   $11,752,000",521186,737146,24605,5077,214456,68452,47847,"491,000     $  4,076,000"
089302103-10-K-19960503.txt,19960506,19960506,0000950152-96-001984,4,19960203,19960503,CONSOLIDATED STORES CORP /DE/,0000768835,RETAIL-VARIETY STORES [5331],061119097,DE,0131,001-08897,96555896,WILMINGTON,DE,,,,,,,,,,,,,,,,,"12,999      $  40,356"
090324104-10-K-19960329.txt,19960401,19960401,0000950137-96-000403,15,19951231,19960329,BINDLEY WESTERN INDUSTRIES INC,0000722808,WHOLESALE-DRUGS PROPRIETARIES & DRUGGISTS' SUNDRIES [5122],840601662,IN,1231,001-11519,96541302,INDIANAPOLIS,,,,,,,,,,,,,,,,,,"34,819      $ 39,840"
090763103-10-K-19960401.txt,19960402,19960402,0000950135-96-001590,9,19951231,19960401,BIRD CORP,0000012245,ASPHALT PAVING & ROOFING MATERIALS [2950],043082903,MA,1231,000-00828,96542559,DEDHAM,MA,"8.9 million at December 31, 1994, and",,,"19,287 ",,"169,706 ","189        $   6,126        $   7,121","18)       $  1,317        $  1,384",,"48,007,000","54,180,000","5,614,000","927,000","16,454,000","10,476,000","16,127,000",
090915109-10-K-19960927.txt,19960930,19960930,0000715374-96-000010,12,19960630,19960927,BIOTECHNICA INTERNATIONAL INC,0000715374,AGRICULTURE PRODUCTION - CROPS [0100],222344703,DE,0630,000-11854,96635481,OVERLAND PARK,KS,"32,957           $34,502","16,105           $16,790",,"16,852 ",,107 ,,,,12990,18767,8054,832,14287,13390,4089,194            $  399
091250100-10-K-19960920.txt,19960923,19960923,0000779334-96-000019,2,19960630,19960920,BIRMINGHAM STEEL CORP,0000779334,"STEEL WORKS, BLAST FURNACES  ROLLING MILLS (COKE OVENS) [3312]",133213634,DE,0630,001-09820,96632681,BIRMINGHAM,AL,,,,,,,,,,,,,,,,,"6,663    $  4,311"
091797100-10-K-19960229.txt,19960301,19960301,0000012355-96-000006,19,19951231,19960229,BLACK & DECKER CORP,0000012355,METALWORKING MACHINERY & EQUIPMENT [3540],520248090,MD,1231,001-01553,96529089,TOWSON,MD,"1.50. Net Assets.  ""Net Assets"" shall mean total assets minus total",,"1,423.2         1,169.4",,,48.0 ,426.1             351.9            302.7,,1993.,"4,340,000","4,766,100","694,400","193,000","2,106,600","1,786,900","905,400",
095180105-10-K-19960513.txt,19960514,19960514,0001001606-96-000025,17,19960229,19960513,BLOUNT INTERNATIONAL INC,0001001606,[],630780521,DE,0228,001-11549,96561255,MONTGOMERY,AL,"546,486  $   520,792","254,998      207,714",,"291,488 ","30,121 ","11,692 ",,"216,979      197,601      157,986","53,555  $    40,731  $    11,252","427,322","644,301","153,656","10,793","285,499","149,338","160,026",
096081104-10-K-19960927.txt,19960930,19960930,0000930661-96-001274,4,19960630,19960927,MIZAR INC \DE\,0000949587,ELECTRONIC COMPUTERS [3571],411425902,DE,0630,000-26858,96635472,CARROLLTON,TX,"16,095              $  7,122",,"14,669                 3,607","1,426 ",,,"2,367    2,887    1,502",,"3,274  $ 2,654  $ 1,269","6,680","14,052","1,442",80,"15,568","1,424","1,170","1,550              $  3,710"
096779202-10-K-19960313.txt,19960314,19960314,0000080984-96-000004,4,19951231,19960313,BROOKS BOBBIE INC,0000014537,RETAIL-VARIETY STORES [5331],340662362,DE,1231,000-10946,96534306,CLEVELAND,OH,"45,007       $ 41,490",,"24,749         18,578","45,007 ",104 ,"32,614 ",,"12,746       13,614       13,422","6,020      (13,858)         570","34,844","47,590","5,337",0,"35,185","12,722","9,243",
098588106-10-K-19961227.txt,19961231,19961231,0000912057-96-030285,4,19960930,19961227,BOOMTOWN INC,0000891552,SERVICES-MISCELLANEOUS AMUSEMENT & RECREATION [7990],943044204,DE,0930,000-20648,96686761,VERDI,NE,"41,819        $46,152",,"105,245,137      70,387,238",,"2,779,289) ","100,239,271 ",,,"1,953)   $     14,393    $     12,072","119,464,148","236,041,996","941,657","13,838,132","36,677,590","27,033,834","35,949,000","2,630        $ 2,563"
099724106-10-K-19960611.txt,19960613,19960613,0000950124-96-002612,3,19951231,19960611,BORG WARNER AUTOMOTIVE INC,0000908255,MOTOR VEHICLE PARTS & ACCESSORIES [3714],133404508,DE,1231,001-12162,00000000,CHICAGO,IL,231.2     189.7,,600.0                   534.9,,37.0 ,103.1 ,,98.5      70.9       61.4,64.4       --          --        --,"1,044,900","1,329,100","91,400","14,200","207,500","252,500","404,800",
100548106-10-K-19960129.txt,19960131,19960131,0000950156-96-000084,15,19951031,19960129,BOSTON BANCORP,0000760079,STATE COMMERCIAL BANKS [6022],042850710,MA,1031,000-13795,96508208,SOUTH BOSTON,,"1,886,084           $ 2,033,069",,"194,630               117,622","1,691,454 ",,,"1,490             2,699            2,574",,"28,346         $  24,577        $  35,320",,,,,,,,
101143303-10-K-19960426.txt,19960429,19960429,0000771470-96-000001,7,19960131,19960426,BOSTON TECHNOLOGY INC,0000771470,TELEPHONE & TELEGRAPH APPARATUS [3661],043073385,DE,0131,000-17384,96551822,WAKEFIELD,MA,"84,661,000     $80,289,000",,"54,314,000       56,792,000","84,661,000 ","105,000 ","275,000 ","4,569       3,904      (5,205)    (19,057)",,,"41,087","105,267","30,446",165,"68,559","29,930","16,424",
104580105-10-K-19960329.txt,19960401,19960401,0000950135-96-001555,7,19951231,19960329,BRADLEY REAL ESTATE INC,0000013777,REAL ESTATE INVESTMENT TRUSTS [6798],046034603,MD,1231,001-10328,96540834,BOSTON,MA,"180,545,000    $491,156,000",,,,,,,,"8,431,000     $ 8,627,000     $ 5,535,000","16,119,000","36,572,000","9,382,000","4,705,000","18,034,000","6,053,000","27,591,000)",
110122108-10-K-19960328.txt,19960329,19960329,0000014272-96-000002,6,19951231,19960328,BRISTOL MYERS SQUIBB CO,0000014272,PHARMACEUTICAL PREPARATIONS [2834],220790350,DE,1231,001-01136,96540018,NEW YORK,NY,,,,,,,,,,,,,,,,,"1,645   $ 1,642   $ 2,421"
110411105-10-K-19960223.txt,19960227,19960227,0000912057-96-002938,11,19951231,19960223,BRITE VOICE SYSTEMS INC,0000852637,TELEPHONE & TELEGRAPH APPARATUS [3661],480986248,KS,1231,000-17920,96524455,WICHITA,KS,,,"40,446         35,547",,,,,,"3,950      $   4,425      $  (1,303)","91,370","97,078","29,171",0,"45,320","18,386","11,476","3,405     $   5,776"
111239109-10-K-19960329.txt,19960401,19960401,0000927025-96-000027,10,19951231,19960329,BROAD NATIONAL BANCORPORATION,0000703800,NATIONAL COMMERCIAL BANKS [6021],222395057,NJ,1231,000-16637,96541222,NEWARK,NJ,"481,185  $428,630","34,529    30,266",,"446,656 ",6) ,0 ,,,"4,420   $4,689   $3,136",,,,"10,082",,,,
112014105-10-K-19961127.txt,19961202,19961202,0000891554-96-000893,2,19960831,19961127,BRODERBUND SOFTWARE INC /DE/,0000812490,SERVICES-PREPACKAGED SOFTWARE [7372],942768218,DE,0831,000-15811,96673970,NOVATO,CA,,,,,,,,,,,,,,,,,"150,893                 $126,547"
114340102-10-K-19961230.txt,19961231,19961231,0000927016-96-002081,5,19960930,19961230,BROOKS AUTOMATION INC,0000933974,"SPECIAL INDUSTRY MACHINERY, NEC [3559]",043040660,DE,0930,000-25434,96688332,CHELMSBORO,MA,"64,761   $53,580",,"50,691    42,222","14,070 ",,,,"37,822         21,175         10,646","8,497        $ 4,945        $ 1,616","24,795                  14,006","90,432                  50,958","24,381                  12,964",388                     482,"45,965                  42,221","13,383                  10,658","5,347)                 (2,773)","2,102   $15,594"
115637209-10-K-19960703.txt,19960705,19960705,0000014693-96-000005,2,19960430,19960703,BROWN FORMAN CORP,0000014693,BEVERAGES [2080],610143150,DE,0430,001-00123,96590720,LOUISVILLE,KY,,,,,,,,,,,,,,,,,
118230101-10-K-19960328.txt,19960329,19960329,0000950109-96-001823,9,19951231,19960328,BUCKEYE PARTNERS L P,0000805022,PIPE LINES (NO NATURAL GAS) [4610],232432497,DE,1231,001-09356,96540303,ALLENTOWN,PA,"552,646 $534,765 $543,493 $533,143 $545,281",,,"290,461 ",,,,,,"111,958","183,462","16,295","21,710","42,236","25,422","48,336","4,209 $     41"
121579106-10-K-19960927.txt,19960930,19960930,0000718916-96-000007,5,19960629,19960927,BURLINGTON COAT FACTORY WAREHOUSE CORP,0000718916,RETAIL-FAMILY CLOTHING STORES [5651],221970303,DE,0630,001-08739,96636218,BURLINGTON,NJ,,,,,,,,,,,,,,,,,"73,560     $ 14,520"
123720104-10-K-19960705.txt,19960708,19960708,0000015847-96-000005,5,19960430,19960705,BUTLER NATIONAL CORP,0000015847,WHOLESALE-GROCERIES & GENERAL LINE [5141],410834293,MN,0430,000-01678,96591528,OLATHE,KS,,,,,,,,,,,,,,,,,"745,647  $  212,799"
124661109-10-K-19960430.txt,19960501,19960501,0000950109-96-002504,7,19960131,19960430,CHARTER POWER SYSTEMS INC,0000808064,"MISCELLANEOUS ELECTRICAL MACHINERY, EQUIPMENT & SUPPLIES [3690]",133314599,DE,0131,001-09389,96553909,BLUE BELL,PA,"130,827   $112,137",,"68,926     51,722","61,901 ","7,107 ",200 ,"22,637      15,465      12,578","56,614      45,545      38,445","14,044    $  9,377    $  6,407","185,808","242,422","33,276","1,063","85,558","35,256","44,960","5,472   $  1,097"
12476P104-10-K-19960701.txt,19960702,19960702,0000914749-96-000004,13,19960331,19960701,CAI WIRELESS SYSTEMS INC,0000914749,CABLE & OTHER PAY TELEVISION SERVICES [4841],061324691,CT,1130,000-22888,96588919,ALBANY,NY,"78,460,875               $698,794,972",,,"78,460,875 ",,,,,,,,,,,,,
124785106-10-K-19960401.txt,19960619,19960619,0000316312-96-000004,2,19951231,19960401,CB BANCSHARES INC/HI,0000316312,6022,990197163,HI,1231,000-12396,96543374,HONOLULU,HI,"1,501,513  $1,439,511",,"116,506     111,165","1,385,007 ",,"8,311 ",,,"8,013  $11,071  $ 7,926",,,,"57,686",,,,
124857103-10-K-19960401.txt,19960402,19960402,0000950112-96-001003,12,19951231,19960401,VIACOM INC,0000813828,CABLE & OTHER PAY TELEVISION SERVICES [4841],042949533,DE,1231,001-09553,96543278,NEW YORK,NY,,"12,093.8     11,791.6",,228.7 ,417.0) ,,"1,493.3         608.3         385.0",,,"10,195","11,689","1,998",821,"5,199","4,099",757,176.2      $  223.3      $     64.6       $    --        $     464.1
124868100-10-K-19960930.txt,19961001,19961001,0000950168-96-001822,5,19960630,19960930,CCAIR INC,0000850922,"AIR TRANSPORTATION, SCHEDULED [4512]",561428192,DE,0630,000-17846,96637067,CHARLOTTE,NC,"27,129,678                  $22,153,231","5,836,896                    5,032,705",,"21,292,782 ","18,100) ","854,438 ","886,315                   553,153                 (3,876,671)",,"95,755               $(  362,123)               $(4,755,769)","18,359,023              65,347,386","18,168,113              66,233,701","5,987,222               5,987,222","200,313                 761,433","14,165,453              14,165,453","15,525,051              15,525,051","12,504,463              12,504,463","5,059,665                  $    56,995"
125071100-10-K-19960301.txt,19960304,19960304,0000018396-96-000008,7,19951231,19960301,CDI CORP,0000018396,SERVICES-HELP SUPPLY SERVICES [7363],232394430,PA,1231,001-05519,96530414,PHILADELPHIA,PA,,,,,,,,,,,,,,,,,"4,490     5,155"
125137109-10-K-19960328.txt,19960329,19960329,0000813920-96-000001,14,19951229,19960328,SHOWBIZ PIZZA TIME INC,0000813920,RETAIL-EATING PLACES [5812],480905805,KS,1231,000-15782,96539981,IRVING,TX,,,,,,,,,,,,,,,,,"5,589         $   2,381"
125539106-10-K-19960312.txt,19960314,19960314,0000860520-96-000008,14,19951231,19960312,CENTRAL ILLINOIS PUBLIC SERVICE CO,0000018654,ELECTRIC & OTHER SERVICES COMBINED [4931],370211380,IL,1231,000-20455,96533932,SPRINGFIELD,IL,,,,,,,,,,,,,,,,,"1,025       8,235          265         9,525"
125761304-10-K-19960319.txt,19960320,19960320,0000021157-96-000003,6,19951231,19960319,CMI CORP,0000021157,CONSTRUCTION MACHINERY & EQUIP [3531],730519810,OK,1231,001-05951,96536152,OKLAHOMA CITY,OK,,,,,,,,,,,,,,,,,"2,062     1,423"
125820100-10-K-19961029.txt,19961030,19961030,0000950135-96-004562,5,19960731,19961029,CML GROUP INC,0000729576,[3949],042451745,DE,0731,001-09630,96649454,ACTON,MA,,,,,,,,,,,,,,,,,"17,673,000              $  8,338,000"
125906107-10-K-19960325.txt,19960326,19960326,0000950116-96-000160,5,19951231,19960325,CSS INDUSTRIES INC,0000020629,GREETING CARDS [2771],131920657,DE,1231,001-02661,96538025,PHILADELPHIA,PA,,,,,,,,,,,,,,,,,"3,102     $  8,774"
